gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
INPP5K,0.226412194,4.083611541,1.181262895,0.26581555,0.484482701,-6.525347713
UPP1,0.015582193,0.673953005,0.05561219,0.956786234,0.980192218,-6.525360565
RP5-1050D4.5,-0.07944711,0.95979694,-0.351994035,0.732414301,0.868892948,-6.525529908
PVRL2,-0.268003029,5.658217299,-1.295245584,0.22538836,0.438582199,-6.525597434
DYRK1A,0.132377785,7.252576785,1.291403141,0.226663705,0.440119454,-6.525908614
C6orf62,0.119199979,6.796982992,1.303636871,0.222623885,0.435806969,-6.526129308
GPR89B,-0.137543856,3.209903678,-1.038470701,0.324392408,0.546812217,-6.526342761
RP4-773N10.4,-0.12995841,3.937777935,-1.160167494,0.273901923,0.493441882,-6.526683518
RP11-782C8.2,-0.262355198,1.56518633,-0.61716414,0.551421471,0.748938915,-6.526748636
RP11-582J16.5,-0.153180549,1.60561547,-0.634430054,0.54056016,0.739845464,-6.526841148
ZNF10,-0.213581911,4.171280843,-1.188784268,0.262978957,0.481463597,-6.526889078
SNIP1,0.146581894,4.829410267,1.251506262,0.240261404,0.455232726,-6.527704783
TNKS2-AS1,0.024411093,0.713262926,0.125320771,0.902844019,0.954867332,-6.527746664
TTC39A,0.01440441,0.686052141,0.057060874,0.955661857,0.98002083,-6.528064815
PSMA2,-0.149586916,6.3019885,-1.305782546,0.22192154,0.434899047,-6.528199092
KMT2E,0.177208434,6.821560222,1.301212075,0.223419816,0.436572444,-6.528414127
PCYOX1L,-0.140495274,5.76303074,-1.296514263,0.224968581,0.438237287,-6.528705624
ASH1L,-0.137230485,7.599182569,-1.275599898,0.23197188,0.446494595,-6.528791141
RP11-143J12.2,-0.056924955,0.787391495,-0.211186605,0.837138294,0.926029792,-6.528851309
OBSL1,0.207002342,6.957312158,1.297631963,0.224599295,0.437800408,-6.528973557
RP11-649A18.7,0.14933243,1.869745998,0.719546971,0.488877679,0.699728541,-6.528986636
PPP2R4,-0.307687167,7.127851717,-1.292239208,0.226385699,0.439807062,-6.529014137
ROR1,-0.210104632,3.619477397,-1.10918296,0.294249997,0.515877317,-6.529129707
SLC12A4,-0.20307623,5.515985931,-1.287339231,0.228019052,0.441724456,-6.529341387
AC016629.8,0.122591792,1.916356397,0.732446408,0.481321921,0.693807715,-6.52975298
RP11-84C13.1,0.153170375,1.33876103,0.53160629,0.607028316,0.790262392,-6.529814823
C6orf136,-0.130604123,2.59231086,-0.905326364,0.387355968,0.609106373,-6.529997479
TMEM117,-0.160931647,3.628007272,-1.11016596,0.293846806,0.515649563,-6.530024022
SRSF10,0.24612197,7.169482645,1.290357842,0.227011683,0.440410315,-6.530355911
TBX15,0.075727836,0.801756492,0.220827968,0.829832287,0.922205579,-6.530497934
TTC9B,-0.22460918,1.977256166,-0.745978592,0.473475367,0.687023999,-6.530521662
CTD-2540M10.1,-0.036112581,0.718649397,-0.106141246,0.917646071,0.962351922,-6.530609416
DYNLT1,0.165345098,5.318235842,1.278496952,0.230991178,0.445224066,-6.530748397
MRM1,-0.111764821,1.947438311,-0.738276143,0.477931534,0.690737904,-6.531066932
AF131215.4,0.223876107,1.051946579,0.393495071,0.702514478,0.851489967,-6.531281186
FAM91A1,0.164673435,6.241374477,1.303195356,0.222768635,0.436033784,-6.531323497
LINC00173,0.140559352,0.858031498,0.265486038,0.796224859,0.903845156,-6.531354919
CMYA5,-0.097140577,0.813563167,-0.220127028,0.830362878,0.922591465,-6.531681515
ZBTB26,0.21873216,4.217044284,1.191326411,0.262025721,0.480359144,-6.531723075
TBC1D15,0.253048875,4.474768017,1.217201719,0.252480296,0.468320235,-6.532716417
UBL7,-0.259844293,5.019463477,-1.258894505,0.237694018,0.452534556,-6.532869163
RP11-1299A16.3,-0.097761507,0.878998474,-0.26935347,0.793333878,0.902604022,-6.533375889
STX16-NPEPL1,0.01982447,0.709315847,0.046273271,0.964036803,0.983663958,-6.533447597
RIOK3,-0.125019115,6.328960151,-1.301631618,0.223281934,0.43652905,-6.533478948
TMEM106B,-0.187965779,7.331157256,-1.28193583,0.229831502,0.443815597,-6.533670983
RP11-420A23.1,0.05477479,0.753642339,0.143700966,0.888695521,0.948784135,-6.533715595
LIMD2,-0.155103763,3.943829258,-1.154371034,0.276157733,0.495848813,-6.533907502
AC007383.3,-0.132079127,1.789214526,-0.685841727,0.50896747,0.716350951,-6.534170672
ZNF800,0.182322904,5.81043701,1.293811584,0.225863622,0.43913078,-6.534250825
RABEPK,-0.219913222,4.787509696,-1.241507932,0.243771853,0.458419848,-6.534460125
PRR5,0.152964517,1.441841049,0.565488378,0.584659624,0.774161142,-6.534466962
TBC1D3F,0.355992723,2.119353009,0.783277365,0.452274841,0.667930059,-6.534775627
TGFB1,0.172216076,3.89703141,1.148473022,0.278468136,0.498633039,-6.534781322
TP53BP1,-0.113729708,6.60768053,-1.299251769,0.224065007,0.437300073,-6.534874449
AKIRIN1,-0.121679759,6.276965985,-1.299751134,0.223900506,0.43718695,-6.535490628
ANKAR,0.311626778,2.441886472,0.865557011,0.407754231,0.627170381,-6.535549127
AC073283.4,0.05087519,0.85881105,0.248018254,0.809322279,0.91077574,-6.536174513
RP3-405J10.3,-0.385522175,2.399758195,-0.847453723,0.417282241,0.635302301,-6.536217324
HECTD4,0.114116208,6.512886889,1.299112644,0.224110856,0.437300073,-6.536327649
ST7-OT4,0.22301757,1.137162809,0.427332787,0.678522758,0.837336579,-6.536501116
HSF4,0.290297751,1.558632879,0.605769325,0.558657306,0.75421984,-6.536628188
MVP,0.310577492,3.141736662,1.017619565,0.33371368,0.556988943,-6.536856485
PDLIM2,0.270617098,2.031114252,0.755971073,0.467734034,0.681773392,-6.536929279
DOK3,0.00494545,0.718078045,0.018738579,0.985431739,0.992500931,-6.53702375
ANKRD20A2,0.280204327,2.39433321,0.85219366,0.414772906,0.633383613,-6.537027003
RP11-197K6.1,0.154933406,1.133317404,0.42200353,0.68227717,0.839520244,-6.53718442
TUBD1,-0.124608517,3.235818382,-1.032893684,0.32686609,0.549546846,-6.537189054
DNM1P35,0.046282281,0.77147765,0.151563944,0.882655101,0.946620159,-6.53727826
MDM1,0.296777864,4.738031908,1.236125365,0.245678947,0.460343062,-6.537287098
CANT1,0.269595187,5.812641919,1.291244832,0.226716377,0.440165108,-6.537386379
RP11-296O14.3,-0.052176189,0.781374393,-0.157084991,0.878418485,0.944492274,-6.537422313
C9orf147,0.150207243,1.425537183,0.553714388,0.592382178,0.779470722,-6.537547895
AOC2,-0.148306315,1.343768102,-0.51646867,0.617164091,0.797494485,-6.537846167
JMJD1C,-0.283682602,6.972826617,-1.289217982,0.227391643,0.44068261,-6.53812186
RP5-1160K1.3,0.081405077,0.793779133,0.171520515,0.867360736,0.939360762,-6.538480095
PCDHA4,-0.124156874,4.552936433,-1.218773054,0.251909796,0.467712703,-6.538684508
ADRBK1,0.2183264,5.23433372,1.267496932,0.234733096,0.449588157,-6.538893603
AC004158.3,-0.317245623,4.79787806,-1.237979833,0.245020525,0.459565708,-6.538910478
PRICKLE1,0.196294226,3.694963324,1.114510535,0.292069974,0.513587058,-6.538926996
PARM1,0.220191674,2.510413607,0.877703108,0.401446578,0.621776738,-6.539355393
C10orf88,-0.179926825,3.195312201,-1.021871209,0.331796891,0.554832621,-6.539489207
ATHL1,0.303303069,2.909324574,0.967564894,0.356904771,0.579174541,-6.539494385
HIPK1,0.137954746,6.927863077,1.289692693,0.227233339,0.440602088,-6.539516727
SUGP1,-0.122140674,5.40982519,-1.274721906,0.232269771,0.446638497,-6.539688867
RP11-195B21.3,0.143542205,0.964889101,0.318071502,0.757212563,0.882703193,-6.539791855
BBS1,0.09187403,0.834623499,0.211901335,0.836596117,0.925812821,-6.539816473
CHMP4A,0.152844039,1.224810988,0.462598213,0.653915815,0.822092049,-6.5398764
RP3-467N11.1,-0.155820585,1.19605403,-0.443816564,0.66696903,0.829694047,-6.540048761
RP5-894A10.2,0.181746767,1.1410756,0.420925994,0.683037401,0.839963628,-6.540116162
CASP8,0.10023543,0.99105641,0.334479474,0.745179529,0.876795411,-6.540163588
ZNF239,0.187120528,3.328061945,1.049835925,0.319395243,0.541655004,-6.540221714
SLX4,0.115994401,5.48246302,1.277332749,0.231384869,0.445674952,-6.540893642
LINC00115,0.109012671,0.978284792,0.321160236,0.754942044,0.881385321,-6.541715098
RP11-872J21.3,0.050597005,0.810014329,0.177178163,0.863034995,0.936610505,-6.541730671
RP11-391M1.4,-0.135908531,1.595155087,-0.607640816,0.557465216,0.753351605,-6.542276657
SLC8B1,-0.121692115,2.580561822,-0.889203613,0.395537189,0.616597058,-6.542420943
FAM21C,-0.129193263,5.84076171,-1.287218496,0.228059421,0.441724456,-6.542567066
RP11-432J22.2,0.195431346,1.771189916,0.669689332,0.518770952,0.724184819,-6.542640577
RIMBP3,0.204076725,1.744035361,0.660539482,0.524374313,0.727588037,-6.542641156
ORC5,0.123370675,4.914920118,1.244800392,0.242611265,0.457469757,-6.542804671
HNRNPH2,0.212535054,6.120587582,1.292433424,0.226321159,0.439807062,-6.543006025
GCAT,-0.248006746,4.870044971,-1.240095555,0.2442711,0.458787142,-6.543136188
C7orf25,-0.112505239,1.036474114,-0.347794822,0.735467181,0.870944381,-6.543823358
SIK3-IT1,0.1559533,0.892117813,0.248224543,0.809167231,0.910773197,-6.543858385
RP11-137L10.6,0.069712451,0.881214478,0.237737142,0.817060522,0.915038291,-6.54401643
HCCAT3,-0.013142002,0.7545673,-0.048050996,0.962656321,0.982866658,-6.544435238
COQ7,0.106064856,5.505931872,1.275219494,0.232100908,0.44654132,-6.544564702
CTC-205M6.5,-0.011920788,0.760841739,-0.060486951,0.953003163,0.9787204,-6.544688399
CDK11A,0.127667858,1.717852006,0.648930223,0.531535419,0.732889961,-6.544757291
RP11-85K15.2,0.050153378,0.871086992,0.226202677,0.825766817,0.919922517,-6.544805358
VEGFB,-0.2050117,5.376811703,-1.268522852,0.234382009,0.449155316,-6.544906332
AKIP1,-0.146722061,3.671637603,-1.103562707,0.29656349,0.517648692,-6.544910423
KHDRBS1,0.130350763,7.787080177,1.253720129,0.239489723,0.454672038,-6.545267372
HOXA1,0.040655475,0.816000488,0.159026177,0.876929855,0.944001974,-6.545645185
ENO1-IT1,-0.030212857,0.780907073,-0.096530773,0.925075959,0.965521841,-6.545714619
TMEM39B,0.146282906,3.608130541,1.093600772,0.300698847,0.5217437,-6.546178632
NBN,-0.163724206,6.956208962,-1.283253302,0.229388492,0.443147046,-6.546213735
TMEM80,-0.137729609,2.859386039,-0.946689111,0.366918536,0.588324668,-6.546325435
ZBTB25,0.257383055,4.348062915,1.19258877,0.2615534,0.479843045,-6.546402377
NLRP1,-0.304209438,5.650513762,-1.277468803,0.231338832,0.445667906,-6.546489212
FRY,0.192770672,3.998865984,1.1516026,0.277240304,0.497201186,-6.546548671
PIAS1,0.190172337,5.544195777,1.274852248,0.232225528,0.446610313,-6.546826802
PLBD2,-0.180374564,2.362913785,-0.830811514,0.426174782,0.644406325,-6.547142706
PPIL6,0.080628989,1.098615488,0.379167729,0.712779608,0.857118472,-6.547987425
CLMP,-0.15699631,1.908087647,-0.703385931,0.498448014,0.707383553,-6.548150938
RP11-361F15.2,0.01379952,0.770102331,0.024567732,0.980900766,0.990812169,-6.548157605
TAF1C,-0.220602918,5.083895871,-1.250158136,0.240732312,0.455655706,-6.548217988
UNG,0.2617669,5.246032581,1.260072965,0.237286594,0.452252669,-6.548424221
FLVCR1-AS1,-0.120708196,2.161113533,-0.776194723,0.456252139,0.67106363,-6.548490869
AC009961.3,-0.198761109,1.260040967,-0.456104719,0.658415181,0.824963661,-6.548510141
ATP13A2,-0.248382324,5.098573694,-1.25035601,0.240663146,0.455581916,-6.548844708
COL18A1,0.266487541,2.088324888,0.756462736,0.467452702,0.681560759,-6.549108309
FBXO7,0.125872669,7.438966444,1.265053488,0.235571023,0.450804334,-6.549322458
RP11-467D6.1,0.114731696,1.374375304,0.510712381,0.621040877,0.800018095,-6.549749916
RP11-932O9.7,-0.106670202,0.941602241,-0.261484921,0.799219197,0.905178104,-6.550166255
PRPS1,0.257352133,5.506605266,1.270546421,0.233690777,0.448115126,-6.550216072
RP11-731C17.2,-0.254215781,2.041202801,-0.737705116,0.478262954,0.690981938,-6.55026759
MAFF,-0.157336839,2.397632636,-0.835783225,0.423504838,0.641719085,-6.550479605
RP11-504P24.4,-0.060111617,0.815609629,-0.114245837,0.911386847,0.959170638,-6.550693605
AC000120.7,0.078039086,0.809183838,0.114631201,0.911089384,0.95907528,-6.551146683
PIFO,0.092748728,0.896270058,0.226383191,0.825630369,0.919838395,-6.551153117
RP11-46A10.5,-0.030646044,0.808740782,-0.102774704,0.920247844,0.963458261,-6.551465911
RASSF8,0.208932324,6.015740572,1.283910579,0.229167742,0.443043937,-6.551540248
LIAS,-0.237097275,3.557432056,-1.076950544,0.307709986,0.529505296,-6.551667094
LAMTOR3,-0.161191242,5.316626278,-1.259579045,0.237457285,0.452388353,-6.552378015
ZNF837,0.120994213,1.423794796,0.526708047,0.610298605,0.792856474,-6.552521305
CTD-3184A7.4,-0.112600352,2.073343138,-0.746640987,0.473093388,0.686629916,-6.55270719
ZDHHC24,-0.264135005,3.151264044,-0.999184691,0.342120685,0.565002266,-6.552743994
TCF25,-0.249081897,6.568232746,-1.284444457,0.228988565,0.442895276,-6.552751661
AACS,0.167785125,5.042378017,1.244746571,0.2426302,0.457469757,-6.552803684
SDCBP2-AS1,-0.24995368,2.446452488,-0.842897012,0.419704357,0.638202605,-6.55304871
FZD9,0.16034333,1.70006717,0.630223158,0.543195071,0.74213923,-6.55323306
RP1-43E13.2,-0.04277174,0.873819315,-0.187059937,0.855491083,0.934810219,-6.553473042
BICD2,0.107172668,6.351321763,1.285066276,0.228780019,0.442691244,-6.553824411
SMIM4,-0.138692676,3.134310431,-0.995969713,0.34360283,0.566617189,-6.55397423
CTD-2410N18.3,0.095925809,1.240848841,0.439799341,0.669776467,0.831875789,-6.55405893
DNAJC5,-0.229827204,7.545800006,-1.255756279,0.23878178,0.453918161,-6.554926035
ZBTB34,0.122306196,5.52772325,1.267427717,0.234756797,0.449588157,-6.554932212
C1orf27,-0.322807333,4.880415684,-1.230235125,0.247779814,0.462614259,-6.554987026
CLTA,-0.191335216,7.564301578,-1.254674764,0.239157595,0.454327196,-6.555383194
RP11-455F5.3,-0.034399959,0.863337989,-0.163140784,0.873776183,0.942454554,-6.555661733
DCTN6,-0.180025174,3.750759329,-1.105490099,0.295768521,0.517108319,-6.556100866
C4orf47,0.055561332,0.887806264,0.192251948,0.851533505,0.932726091,-6.556125111
BLZF1,-0.216444681,4.763956702,-1.220995616,0.251104638,0.466704773,-6.556291483
MID1IP1,0.204905686,5.086718006,1.244186151,0.242827441,0.45751673,-6.5566414
RUVBL1,0.249033746,5.953779364,1.278461068,0.231003305,0.445224066,-6.556666973
URB1,-0.171855447,6.539826279,-1.281710264,0.229907421,0.443833597,-6.556724874
CTC-203F4.2,-0.015622452,0.817485565,-0.065931222,0.948779582,0.977082385,-6.556760299
GLOD4,-0.131179713,5.886807031,-1.276399586,0.23170083,0.446169668,-6.556894421
ZNF814,0.337792675,4.57205665,1.204969173,0.256957334,0.473829826,-6.556957568
MEG3,-0.744364889,6.61139181,-1.277430811,0.231351687,0.445667906,-6.557186484
ZMYM4,-0.120008701,7.270663621,-1.264494512,0.235763057,0.45088044,-6.557251394
RP11-727F15.12,-0.067605865,0.963993282,-0.258917689,0.801142262,0.90640402,-6.557319124
RP11-301O19.1,-0.110334654,1.388247143,-0.500234145,0.628129257,0.804433086,-6.557327023
PIAS2,-0.272332455,7.569152567,-1.252615852,0.239874384,0.455116116,-6.55744637
CTSK,0.202927412,1.251468566,0.438333585,0.67080215,0.832790863,-6.55762779
ALG10,0.205071067,4.166363144,1.162405501,0.273034878,0.492349957,-6.557823927
EID2B,-0.153189345,3.701046866,-1.096054072,0.299676322,0.52106574,-6.558218712
AC092168.2,-0.058500896,0.840144767,-0.101211032,0.92145664,0.963803047,-6.55822357
TOMM40,-0.259869173,6.090633317,-1.27861828,0.230950181,0.445224066,-6.558265014
SPTLC1,-0.112877053,6.075845008,-1.278950345,0.230838007,0.445075964,-6.558281647
PQLC3,-0.136693657,2.984247646,-0.960449399,0.360295303,0.582297387,-6.558738961
PXN-AS1,0.102605483,2.011613688,0.721893651,0.48749762,0.699104748,-6.558874388
OSBPL9,-0.190822695,5.74447837,-1.269932254,0.233900393,0.448403153,-6.559857647
RP4-802A10.1,0.38771174,1.438952251,0.519522803,0.615112184,0.796117501,-6.560037331
CCDC78,-0.428559726,2.760283906,-0.904752495,0.387645099,0.609404579,-6.560040693
ZMAT1,0.532779871,3.462736012,1.054133613,0.317520904,0.539506759,-6.560200796
AP000350.5,0.278254156,1.646779611,0.600270822,0.562168016,0.75692857,-6.560360567
CMPK2,0.13953508,1.065171277,0.323740018,0.753047538,0.880567399,-6.560862375
CLASP2,-0.220120429,7.193986419,-1.263888483,0.235971401,0.450884594,-6.560876936
PLK1S1,-0.328729303,6.022785571,-1.275036995,0.232162829,0.446603531,-6.560908966
MAGEC2,0.278766267,6.825068906,1.273741759,0.232602696,0.446964997,-6.561311773
NPDC1,-0.13124338,5.139923929,-1.242768909,0.243326826,0.457868168,-6.561319044
TRIM4,0.1209816,5.450156284,1.258864769,0.237704306,0.452534556,-6.561358884
RANBP9,0.126976434,5.799273713,1.270939861,0.233556576,0.448028532,-6.561392921
AGPAT6,0.147891757,6.097413441,1.276720205,0.231592231,0.446017444,-6.561667837
GPR89C,-0.038932631,0.924879003,-0.201539575,0.84446497,0.930012491,-6.562255278
EVA1C,-0.082697554,1.165105233,-0.37750026,0.713978288,0.858149714,-6.562958835
LINC00909,0.128603072,4.277738201,1.170381834,0.269962422,0.489029492,-6.563175793
TANGO2,0.205656356,5.035584504,1.235232551,0.245996451,0.460641502,-6.563458674
UGP2,-0.121271341,6.743863644,-1.273611895,0.232646835,0.446964997,-6.563459912
NGLY1,0.197132138,4.934245229,1.228242447,0.248493837,0.463431488,-6.563734468
CNOT11,-0.152834232,5.746659071,-1.266817553,0.234965828,0.449874324,-6.563790252
ZNF283,-0.233845742,3.309469902,-1.019244103,0.332980305,0.55607232,-6.563996503
PRKAB2,-0.207213625,5.066468796,-1.235625583,0.24585664,0.460516847,-6.564181364
GOLGA2,-0.131720467,6.974311361,-1.267488654,0.23473593,0.449588157,-6.564604667
RP11-55K13.1,-0.280993136,1.445937207,-0.506007169,0.624218892,0.801498588,-6.56472426
GTF3A,0.139011999,5.504065426,1.257941209,0.238024016,0.452971826,-6.565110478
TTPAL,0.16229849,5.472373226,1.256634283,0.238477039,0.453548054,-6.565150893
CAPS2,0.235922459,2.350089174,0.807701391,0.438734801,0.656467223,-6.565177346
WBSCR16,-0.284392944,5.1872485,-1.24110828,0.243913038,0.458508798,-6.565529121
ANKEF1,-0.119400216,2.719274849,-0.894762941,0.392702583,0.613902805,-6.565948044
ARHGEF4,0.15026352,4.745693269,1.21225341,0.254283696,0.470508997,-6.566008438
RP11-1277A3.1,-0.095216,1.54568693,-0.549475255,0.595175892,0.781836301,-6.566307729
CCDC146,-0.267069528,2.619259506,-0.868717125,0.406106561,0.626205084,-6.566538098
PRPF8,0.318601743,8.139474348,1.218340425,0.252066765,0.46778311,-6.56657877
CCDC40,0.135152122,2.602803131,0.868570103,0.406183115,0.626205084,-6.566813897
ZNF544,0.1301012,4.878361417,1.221600335,0.25088593,0.466451918,-6.566933153
NICN1,-0.160758412,3.908980768,-1.119260561,0.290136923,0.511458234,-6.567206548
ZNF674,-0.204726515,2.771319097,-0.903828092,0.38811116,0.609813986,-6.567392013
AC004951.6,0.247318124,1.584185597,0.565035855,0.584955426,0.774349045,-6.567572612
CREB3,0.302042177,5.764212797,1.264245069,0.235848793,0.45088044,-6.568134499
NAT16,-0.13473633,1.542064384,-0.544008172,0.598789152,0.784202867,-6.568806229
SNORA76,0.302081877,3.216102747,1.000337142,0.341590549,0.564580021,-6.568833648
ARHGAP21,-0.227783921,8.867288723,-1.175132822,0.268145477,0.48708244,-6.569203151
FBXO42,0.105939473,5.741959452,1.262325449,0.236509447,0.451620477,-6.569733414
NPAT,0.172688045,5.227213019,1.241018494,0.243944765,0.458508798,-6.569828743
TGDS,-0.182477401,4.031055111,-1.133061041,0.284577473,0.505673567,-6.569867862
UBBP4,0.017801092,0.870941393,0.055471738,0.95689525,0.980192218,-6.570003618
MFSD2A,0.243501253,2.990915433,0.952553387,0.364085169,0.586288204,-6.570351926
RP11-97C16.1,0.046008582,0.939044221,0.181158039,0.859994898,0.935881795,-6.570431284
NOA1,-0.155923589,5.211270849,-1.238646781,0.244784078,0.45935053,-6.570793372
NPLOC4,0.138913011,6.761740867,1.267144357,0.234853852,0.449716973,-6.570956189
SOAT1,0.120358732,5.601513893,1.256407169,0.238555836,0.453583619,-6.571319357
RP11-79P5.9,0.095569328,1.207876454,0.382862057,0.710126833,0.855974171,-6.571837564
AF131215.3,0.358253246,1.586986675,0.558782739,0.589051183,0.777384824,-6.571882954
RP11-196G11.4,-0.021871947,0.877697856,-0.051825755,0.959725493,0.981369179,-6.571959686
C11orf54,-0.190716885,4.371316352,-1.171344055,0.269593645,0.488654667,-6.571992424
RP11-732M18.3,-0.150740824,3.870946005,-1.109193791,0.294245552,0.515877317,-6.572327313
TUT1,0.137903434,2.649701137,0.87361352,0.403562733,0.623838142,-6.572372403
EMP3,0.258791299,3.58999562,1.065598185,0.312561881,0.534147129,-6.572388755
PGP,0.14365574,5.043001986,1.227392334,0.24879896,0.463805107,-6.573169515
AC002117.1,0.094122578,1.021213262,0.249949149,0.807871346,0.910264833,-6.573170702
